,block,Apparent Temperature (C),Cloud Cover,Humidity,Pressure (millibars),Temperature (C),Visibility (km),Wind Bearing (degrees),Wind Speed (km/h),FDDS,block_group
0,0.0,50.68499317023604,0.0,0.01277012553141296,44689.854676702,41.35712392280978,11.380102169055924,10478.679163200519,22.96460608611755,4063.206984853001,0
1,1.0,42.95396733367176,0.0,0.045221865990487234,45945.87425043617,46.20160560109121,1.4563900367854412,1380.1501440161633,31.60995240510843,4002.1494259903047,0
2,2.0,47.312778833021746,0.0,0.023664076626153916,45067.64744914206,45.26061628752569,7.836349923853534,5016.571430537566,14.951172734923016,3995.182127096821,0
3,3.0,79.8465488250273,0.0,0.01363603974135473,44620.03731613442,59.25520203614357,12.673491972463596,9517.646435268744,23.645023894685583,4055.020889304213,0
4,4.0,81.21597267783193,0.0,0.018627508389609932,45743.243922377835,55.59712524199949,4.5259162128946295,1253.7186488258953,24.205362000535494,3990.96312012416,0
5,5.0,77.97036737692407,0.0,0.03342334883194594,45326.09462893259,56.54592423595464,0.016706548699760224,4954.192232611944,36.58140180421362,4026.4058805163104,1
6,6.0,84.81893862498833,0.0,0.07160386068109806,45562.4356976318,59.68780523759297,17.036166244921066,307.46528473766404,87.56508664214081,3961.3439974063863,1
7,7.0,82.82055865515392,0.0,0.003490895793545919,45312.357355197135,54.957352083881425,1.383100894660254,3276.3915062696715,112.60249685818025,3992.216480064336,1
8,8.0,112.58813065311999,0.0,0.0076878899186340645,45137.726018623114,80.10112072289357,10.764085546941756,14727.721612886964,81.79375399283518,4217.214795166991,1
9,9.0,127.87861409374882,0.0,0.01620411442640286,45544.867279580685,92.19808922360862,11.040381296108807,20939.084900516078,25.961446739241705,4380.742440035332,1
10,10.0,72.04023344041664,0.0,0.014187559090272821,45229.66657833455,50.809023873999834,6.73057218469293,8038.411369957519,1.7656655874417488,4071.5212813304497,2
11,11.0,52.050042464881045,0.0,0.010855062355948688,45550.49398975828,46.46633209366605,10.714948112551715,5544.224865432324,16.346904192720846,4047.662581498916,2
12,12.0,40.264464023449655,0.0,0.032081475561074435,44813.60676202173,41.13462454432232,1.9892755446392556,3219.1712392188915,14.101217087663539,3935.5703614523363,2
13,13.0,55.359874488437555,0.0,0.011373861223405432,45335.07114122228,50.315477611140246,7.926838872016416,6401.928807048402,27.81896654432006,4048.977683783268,2
14,14.0,94.20658867450877,0.0,0.0050269513396431036,44571.28062127936,71.0833996430743,9.382795304860291,5885.323322768515,33.93542299973573,3992.4335145383648,2
15,15.0,162.81586284918268,0.0,0.01541140433956224,45893.616434572985,122.13018913408713,9.310727929184187,11746.696395646399,23.619565567591522,4262.683351784684,3
16,16.0,162.45635164615067,0.0,0.049020788922723324,45585.349592550454,121.74617941267758,3.7326837339675114,8899.589595330523,46.57400392920309,4181.917146214843,3
17,17.0,168.93626301386524,0.0,0.017878064338136445,4180.937252677164,127.39726635387275,15.516648779508184,8207.091729692143,54.823276596015944,628.1189115512275,3
18,18.0,262.93471623982754,0.0,0.01004504130251395,4398.167002405364,210.84437764909313,9.595393277015614,20619.986733327187,43.9690826351293,957.0708495446823,3
19,19.0,281.71095434498966,0.0,0.005861330141875343,44475.52850076703,226.59455829797054,11.943766513806615,9488.65362576673,22.510927538742195,4191.648363362067,3
20,20.0,238.03510656129697,0.0,0.01494835591325293,44725.54105561603,188.1621382345112,12.031485430797186,9537.518622734899,21.80226351977601,4179.655712769109,4
21,21.0,139.90540758689883,0.0,0.009810933450258952,3985.9285803326156,102.35933204659995,12.090592012947724,21002.036782934654,28.655285530619867,832.0794392270161,4
22,22.0,146.08280604325023,0.0,0.011580443477961621,35547.19713878639,107.81904019759051,8.253310050624787,9735.978759773781,57.07296362218668,3325.7689429639595,4
23,23.0,146.62302544093694,0.0,0.006096735041327559,121975.13702256866,108.28637591204091,11.876161261575161,7311.128284498757,85.12128822444015,10681.556069874989,4
24,24.0,124.5116779380183,0.0,0.026693757009355425,122359.33671445076,89.77767049193837,7.98255753043481,13617.921920772214,7.24099893114115,10817.506729221579,4
25,25.0,95.34970390555767,0.0,0.05812236290212767,61686.72027544175,64.89387322127263,11.054364005399588,4854.682328114126,32.38113486486625,5433.076585395501,5
26,26.0,131.3880227541087,0.0,0.06507058220976217,36032.22313959498,95.4924879177762,7.429380668810582,9920.608941947692,1.2116458389246803,3359.6231983789853,5
